readout_gene,readout_class,replicate,assay,Drug,day,Concentration,bias,num_reads,cell_density,extra_umi
Hdlbp,BAE,2,no-UMI,B2,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CTPB,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Sirtinol,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Suramin6Na,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-278,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CI-994,21,20uM,NA,0,DEAD,
Hdlbp,BAE,2,no-UMI,NSC-3852,21,20uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Aminoresveratrol_sulfate,21,20uM,NA,0,G,
Hdlbp,BAE,2,no-UMI,BML-281,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Triacetylresveratrol,21,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Garcinol,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Splitomicin,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-210,21,10uM,NA,0,G,
Hdlbp,BAE,2,no-UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Zebularine,21,10uM,NA,0,G,
Hdlbp,BAE,2,no-UMI,Tranylcypromine_hemisulfate,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,EX-527,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Nicotinamide,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-266,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Piceatannol,21,10uM,NA,0,M-G,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,AGK2,21,10uM,NA,0,SPREAD OUT,
Hdlbp,BAE,2,no-UMI,Salermide,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Anacardic_acid,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,B2,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CTPB,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Sirtinol,21,10uM,NA,3,VG,
Hdlbp,BAE,2,no-UMI,Suramin6Na,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-278,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CI-994,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,NSC-3852,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Aminoresveratrol_sulfate,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-281,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Triacetylresveratrol,21,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Garcinol,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Splitomicin,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-210,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,5-Aza-2-deoxycytidine,21,01uM,NA,0,DIFFUSE SOME CLUMPS,
Hdlbp,BAE,2,no-UMI,Zebularine,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Tranylcypromine_hemisulfate,21,01uM,NA,0,,
Hdlbp,BAE,2,no-UMI,EX-527,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Nicotinamide,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-266,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Piceatannol,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,21,01uM,NA,0,M ,
Hdlbp,BAE,2,no-UMI,AGK2,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Salermide,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Anacardic_acid,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,B2,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CTPB,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Sirtinol,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Suramin6Na,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-278,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,CI-994,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,NSC-3852,21,01uM,NA,0,SMALL DARK,
Hdlbp,BAE,2,no-UMI,Aminoresveratrol_sulfate,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,BML-281,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Triacetylresveratrol,21,01uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment1,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment2,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment3,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment4,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment5,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment6,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment7,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment8,0,1,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment9,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment10,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment11,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,No-treatment12,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO1,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO2,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO3,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO4,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO5,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO6,NA,3,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO7,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO8,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO9,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO10,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO11,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO12,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Garcinol,21,20uM,1,10,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Splitomicin,21,20uM,1,1187,G,
Mecp2,Xlinked,2,no-UMI,BML-210,21,20uM,1,8,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,21,20uM,1,3,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,20uM,1,4,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Tranylcypromine_hemisulfate,21,20uM,1,411,VG,
Mecp2,Xlinked,2,no-UMI,EX-527,21,20uM,1,1628,VG,
Mecp2,Xlinked,2,no-UMI,Nicotinamide,21,20uM,0.99949187,3937,VG,
Mecp2,Xlinked,2,no-UMI,BML-266,21,20uM,1,1,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Piceatannol,21,20uM,1,9,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,20uM,1,5,DEAD?,
Mecp2,Xlinked,2,no-UMI,AGK2,21,20uM,0.999591503,4896,SPREAD OUT,
Mecp2,Xlinked,2,no-UMI,Salermide,21,20uM,1,3840,VG,
Mecp2,Xlinked,2,no-UMI,Anacardic_acid,21,20uM,0.998352941,4251,VG,
Mecp2,Xlinked,2,no-UMI,B2,21,20uM,0.999322034,2950,VG,
Mecp2,Xlinked,2,no-UMI,CTPB,21,20uM,0.999708964,3436,VG,
Mecp2,Xlinked,2,no-UMI,Sirtinol,21,20uM,1,1872,VG,
Mecp2,Xlinked,2,no-UMI,Suramin6Na,21,20uM,1,1243,VG,
Mecp2,Xlinked,2,no-UMI,BML-278,21,20uM,1,762,VG,
Mecp2,Xlinked,2,no-UMI,CI-994,21,20uM,1,8,DEAD,
Mecp2,Xlinked,2,no-UMI,NSC-3852,21,20uM,1,3,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Aminoresveratrol_sulfate,21,20uM,0.999254102,4022,G,
Mecp2,Xlinked,2,no-UMI,BML-281,21,20uM,0.99960968,2563,VG,
Mecp2,Xlinked,2,no-UMI,Triacetylresveratrol,21,20uM,0.997455471,393,VG,
Mecp2,Xlinked,2,no-UMI,Garcinol,21,10uM,0.998860615,2633,VG,
Mecp2,Xlinked,2,no-UMI,Splitomicin,21,10uM,0.999585578,2413,VG,
Mecp2,Xlinked,2,no-UMI,BML-210,21,10uM,1,506,G,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,21,10uM,1,11,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,10uM,1,953,G,
Mecp2,Xlinked,2,no-UMI,Tranylcypromine_hemisulfate,21,10uM,1,319,VG,
Mecp2,Xlinked,2,no-UMI,EX-527,21,10uM,0.999319728,1470,VG,
Mecp2,Xlinked,2,no-UMI,Nicotinamide,21,10uM,1,1980,VG,
Mecp2,Xlinked,2,no-UMI,BML-266,21,10uM,1,2,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Piceatannol,21,10uM,1,207,M-G,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,10uM,1,1,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,AGK2,21,10uM,0.998350923,6064,SPREAD OUT,
Mecp2,Xlinked,2,no-UMI,Salermide,21,10uM,0.999540758,4356,VG,
Mecp2,Xlinked,2,no-UMI,Anacardic_acid,21,10uM,1,740,VG,
Mecp2,Xlinked,2,no-UMI,B2,21,10uM,0.999745288,3926,VG,
Mecp2,Xlinked,2,no-UMI,CTPB,21,10uM,1,667,VG,
Mecp2,Xlinked,2,no-UMI,Sirtinol,21,10uM,0.998254799,2292,VG,
Mecp2,Xlinked,2,no-UMI,Suramin6Na,21,10uM,1,617,VG,
Mecp2,Xlinked,2,no-UMI,BML-278,21,10uM,1,1901,VG,
Mecp2,Xlinked,2,no-UMI,CI-994,21,10uM,1,25,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,NSC-3852,21,10uM,1,4,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Aminoresveratrol_sulfate,21,10uM,0.999017199,2035,VG,
Mecp2,Xlinked,2,no-UMI,BML-281,21,10uM,0.999552372,4468,VG,
Mecp2,Xlinked,2,no-UMI,Triacetylresveratrol,21,10uM,0.999749562,3993,VG,
Mecp2,Xlinked,2,no-UMI,Garcinol,21,01uM,0.99968119,9413,VG,
Mecp2,Xlinked,2,no-UMI,Splitomicin,21,01uM,1,6423,VG,
Mecp2,Xlinked,2,no-UMI,BML-210,21,01uM,0.999532674,12839,VG,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,21,01uM,1,45,DIFFUSE SOME CLUMPS,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,01uM,1,4738,VG,
Mecp2,Xlinked,2,no-UMI,Tranylcypromine_hemisulfate,21,01uM,0.999447107,5426,,
Mecp2,Xlinked,2,no-UMI,EX-527,21,01uM,0.999492386,1970,VG,
Mecp2,Xlinked,2,no-UMI,Nicotinamide,21,01uM,0.999811889,5316,VG,
Mecp2,Xlinked,2,no-UMI,BML-266,21,01uM,0.999341238,3037,VG,
Mecp2,Xlinked,2,no-UMI,Piceatannol,21,01uM,0.999779541,4536,VG,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,01uM,1,2029,M ,
Mecp2,Xlinked,2,no-UMI,AGK2,21,01uM,0.999820338,5566,VG,
Mecp2,Xlinked,2,no-UMI,Salermide,21,01uM,0.999812892,10695,VG,
Mecp2,Xlinked,2,no-UMI,Anacardic_acid,21,01uM,0.999780726,9124,VG,
Mecp2,Xlinked,2,no-UMI,B2,21,01uM,0.999747666,3964,VG,
Mecp2,Xlinked,2,no-UMI,CTPB,21,01uM,0.996805112,2818,VG,
Mecp2,Xlinked,2,no-UMI,Sirtinol,21,01uM,0.999783784,4625,VG,
Mecp2,Xlinked,2,no-UMI,Suramin6Na,21,01uM,1,2301,VG,
Mecp2,Xlinked,2,no-UMI,BML-278,21,01uM,0.999579213,4753,VG,
Mecp2,Xlinked,2,no-UMI,CI-994,21,01uM,0.999358151,6232,VG,
Mecp2,Xlinked,2,no-UMI,NSC-3852,21,01uM,0.999573743,2346,SMALL DARK,
Mecp2,Xlinked,2,no-UMI,Aminoresveratrol_sulfate,21,01uM,1,3976,VG,
Mecp2,Xlinked,2,no-UMI,BML-281,21,01uM,0.999660095,2942,VG,
Mecp2,Xlinked,2,no-UMI,Triacetylresveratrol,21,01uM,0.999595142,4940,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment1,0.99917435,7269,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment2,0.998505232,669,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment3,1,2992,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment4,1,2322,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment5,1,950,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment6,1,621,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment7,1,3363,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment8,0.99958512,7233,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment9,1,2339,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment10,0.999763258,4225,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment11,1,4324,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,No-treatment12,1,2135,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO1,0.999203505,5022,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO2,0.999845417,6469,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO3,0.999619338,15762,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO4,0.999695153,9841,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO5,0.999231715,6508,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO6,0.999738329,19111,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO7,0.999554208,11216,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO8,0.999691929,12987,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO9,0.999895244,9547,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO10,0.999602575,12581,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO11,0.999873402,7900,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO12,0.999825144,5719,VG,
Ncam2,MAE,2,no-UMI,Garcinol,21,20uM,0,4,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Splitomicin,21,20uM,0,156,G,
Ncam2,MAE,2,no-UMI,BML-210,21,20uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Zebularine,21,20uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Tranylcypromine_hemisulfate,21,20uM,0,86,VG,
Ncam2,MAE,2,no-UMI,EX-527,21,20uM,0,222,VG,
Ncam2,MAE,2,no-UMI,Nicotinamide,21,20uM,0,791,VG,
Ncam2,MAE,2,no-UMI,BML-266,21,20uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Piceatannol,21,20uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,2,DEAD?,
Ncam2,MAE,2,no-UMI,AGK2,21,20uM,0.007194245,695,SPREAD OUT,
Ncam2,MAE,2,no-UMI,Salermide,21,20uM,0.004494382,445,VG,
Ncam2,MAE,2,no-UMI,Anacardic_acid,21,20uM,0.019390582,361,VG,
Ncam2,MAE,2,no-UMI,B2,21,20uM,0,369,VG,
Ncam2,MAE,2,no-UMI,CTPB,21,20uM,0.004454343,449,VG,
Ncam2,MAE,2,no-UMI,Sirtinol,21,20uM,0.027522936,218,VG,
Ncam2,MAE,2,no-UMI,Suramin6Na,21,20uM,0,309,VG,
Ncam2,MAE,2,no-UMI,BML-278,21,20uM,0,35,VG,
Ncam2,MAE,2,no-UMI,CI-994,21,20uM,0,1,DEAD,
Ncam2,MAE,2,no-UMI,NSC-3852,21,20uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Aminoresveratrol_sulfate,21,20uM,0.009140768,1094,G,
Ncam2,MAE,2,no-UMI,BML-281,21,20uM,0.00742115,539,VG,
Ncam2,MAE,2,no-UMI,Triacetylresveratrol,21,20uM,0.004926108,203,VG,
Ncam2,MAE,2,no-UMI,Garcinol,21,10uM,0.002493766,401,VG,
Ncam2,MAE,2,no-UMI,Splitomicin,21,10uM,0,353,VG,
Ncam2,MAE,2,no-UMI,BML-210,21,10uM,0,49,G,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,21,10uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Zebularine,21,10uM,0,52,G,
Ncam2,MAE,2,no-UMI,Tranylcypromine_hemisulfate,21,10uM,0,37,VG,
Ncam2,MAE,2,no-UMI,EX-527,21,10uM,0,173,VG,
Ncam2,MAE,2,no-UMI,Nicotinamide,21,10uM,0,254,VG,
Ncam2,MAE,2,no-UMI,BML-266,21,10uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Piceatannol,21,10uM,0.023809524,42,M-G,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,AGK2,21,10uM,0,587,SPREAD OUT,
Ncam2,MAE,2,no-UMI,Salermide,21,10uM,0,955,VG,
Ncam2,MAE,2,no-UMI,Anacardic_acid,21,10uM,0.068181818,89,VG,
Ncam2,MAE,2,no-UMI,B2,21,10uM,0,677,VG,
Ncam2,MAE,2,no-UMI,CTPB,21,10uM,0,84,VG,
Ncam2,MAE,2,no-UMI,Sirtinol,21,10uM,0,197,VG,
Ncam2,MAE,2,no-UMI,Suramin6Na,21,10uM,0.027522936,109,VG,
Ncam2,MAE,2,no-UMI,BML-278,21,10uM,0,353,VG,
Ncam2,MAE,2,no-UMI,CI-994,21,10uM,0,3,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,NSC-3852,21,10uM,0,3,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Aminoresveratrol_sulfate,21,10uM,0.008559201,701,VG,
Ncam2,MAE,2,no-UMI,BML-281,21,10uM,0.00122549,818,VG,
Ncam2,MAE,2,no-UMI,Triacetylresveratrol,21,10uM,0.016042781,748,VG,
Ncam2,MAE,2,no-UMI,Garcinol,21,01uM,0.01087942,1104,VG,
Ncam2,MAE,2,no-UMI,Splitomicin,21,01uM,0,1126,VG,
Ncam2,MAE,2,no-UMI,BML-210,21,01uM,0.017636684,2270,VG,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,21,01uM,0,6,DIFFUSE SOME CLUMPS,
Ncam2,MAE,2,no-UMI,Zebularine,21,01uM,0,500,VG,
Ncam2,MAE,2,no-UMI,Tranylcypromine_hemisulfate,21,01uM,0,480,,
Ncam2,MAE,2,no-UMI,EX-527,21,01uM,0,414,VG,
Ncam2,MAE,2,no-UMI,Nicotinamide,21,01uM,0,708,VG,
Ncam2,MAE,2,no-UMI,BML-266,21,01uM,0,381,VG,
Ncam2,MAE,2,no-UMI,Piceatannol,21,01uM,0.001777778,1125,VG,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,01uM,0,787,M ,
Ncam2,MAE,2,no-UMI,AGK2,21,01uM,0,748,VG,
Ncam2,MAE,2,no-UMI,Salermide,21,01uM,0.032069971,1373,VG,
Ncam2,MAE,2,no-UMI,Anacardic_acid,21,01uM,0.01774308,1410,VG,
Ncam2,MAE,2,no-UMI,B2,21,01uM,0,503,VG,
Ncam2,MAE,2,no-UMI,CTPB,21,01uM,0,412,VG,
Ncam2,MAE,2,no-UMI,Sirtinol,21,01uM,0.0016,625,VG,
Ncam2,MAE,2,no-UMI,Suramin6Na,21,01uM,0,196,VG,
Ncam2,MAE,2,no-UMI,BML-278,21,01uM,0,457,VG,
Ncam2,MAE,2,no-UMI,CI-994,21,01uM,0,1005,VG,
Ncam2,MAE,2,no-UMI,NSC-3852,21,01uM,0,231,SMALL DARK,
Ncam2,MAE,2,no-UMI,Aminoresveratrol_sulfate,21,01uM,0.003926702,764,VG,
Ncam2,MAE,2,no-UMI,BML-281,21,01uM,0.003454231,580,VG,
Ncam2,MAE,2,no-UMI,Triacetylresveratrol,21,01uM,0,1157,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment1,0,2042,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment2,0,200,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment3,0.001027749,973,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment4,0,880,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment5,0.009933775,303,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment6,0,296,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment7,0,1273,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment8,0,1693,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment9,0,671,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment10,0.015579357,1027,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment11,0.001090513,1836,VG,
Ncam2,MAE,2,no-UMI,Control,21,No-treatment12,0.008086253,743,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO1,0,554,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO2,0.008695652,922,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO3,0.000397141,2521,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO4,0.000667111,1499,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO5,0,789,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO6,0.002950644,3731,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO7,0.0004095,2445,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO8,0.008493518,2238,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO9,0.004954955,2221,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO10,0.006995885,2433,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO11,0.001067236,1875,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO12,0.004748338,1054,VG,
Pea15a,MAE,2,no-UMI,Garcinol,21,20uM,0.884615385,26,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Splitomicin,21,20uM,0.916915423,2010,G,
Pea15a,MAE,2,no-UMI,BML-210,21,20uM,1,4,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,5-Aza-2-deoxycytidine,21,20uM,0.833333333,6,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Zebularine,21,20uM,1,1,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Tranylcypromine_hemisulfate,21,20uM,0.877777778,540,VG,
Pea15a,MAE,2,no-UMI,EX-527,21,20uM,0.909159727,2642,VG,
Pea15a,MAE,2,no-UMI,Nicotinamide,21,20uM,0.820929569,3507,VG,
Pea15a,MAE,2,no-UMI,BML-266,21,20uM,NA,0,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Piceatannol,21,20uM,0.8,10,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0.9,10,DEAD?,
Pea15a,MAE,2,no-UMI,AGK2,21,20uM,0.837291898,4505,SPREAD OUT,
Pea15a,MAE,2,no-UMI,Salermide,21,20uM,0.949911085,6756,VG,
Pea15a,MAE,2,no-UMI,Anacardic_acid,21,20uM,0.922772277,7576,VG,
Pea15a,MAE,2,no-UMI,B2,21,20uM,0.936842105,4845,VG,
Pea15a,MAE,2,no-UMI,CTPB,21,20uM,0.90582404,4842,VG,
Pea15a,MAE,2,no-UMI,Sirtinol,21,20uM,0.957707708,3996,VG,
Pea15a,MAE,2,no-UMI,Suramin6Na,21,20uM,0.946596465,2661,VG,
Pea15a,MAE,2,no-UMI,BML-278,21,20uM,0.896273917,993,VG,
Pea15a,MAE,2,no-UMI,CI-994,21,20uM,0.75,12,DEAD,
Pea15a,MAE,2,no-UMI,NSC-3852,21,20uM,1,6,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Aminoresveratrol_sulfate,21,20uM,0.942231714,9366,G,
Pea15a,MAE,2,no-UMI,BML-281,21,20uM,0.914137676,5404,VG,
Pea15a,MAE,2,no-UMI,Triacetylresveratrol,21,20uM,0.985233798,1219,VG,
Pea15a,MAE,2,no-UMI,Garcinol,21,10uM,0.916489465,5173,VG,
Pea15a,MAE,2,no-UMI,Splitomicin,21,10uM,0.924573561,3755,VG,
Pea15a,MAE,2,no-UMI,BML-210,21,10uM,0.852484472,644,G,
Pea15a,MAE,2,no-UMI,5-Aza-2-deoxycytidine,21,10uM,0.916666667,12,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Zebularine,21,10uM,0.880931838,1160,G,
Pea15a,MAE,2,no-UMI,Tranylcypromine_hemisulfate,21,10uM,0.91025641,546,VG,
Pea15a,MAE,2,no-UMI,EX-527,21,10uM,0.92486819,2276,VG,
Pea15a,MAE,2,no-UMI,Nicotinamide,21,10uM,0.922748309,2809,VG,
Pea15a,MAE,2,no-UMI,BML-266,21,10uM,1,2,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Piceatannol,21,10uM,0.885026738,374,M-G,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,3,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,AGK2,21,10uM,0.796413287,4907,SPREAD OUT,
Pea15a,MAE,2,no-UMI,Salermide,21,10uM,0.963022942,11118,VG,
Pea15a,MAE,2,no-UMI,Anacardic_acid,21,10uM,0.949261993,2168,VG,
Pea15a,MAE,2,no-UMI,B2,21,10uM,0.934131737,6347,VG,
Pea15a,MAE,2,no-UMI,CTPB,21,10uM,0.926430518,1101,VG,
Pea15a,MAE,2,no-UMI,Sirtinol,21,10uM,0.940291807,4460,VG,
Pea15a,MAE,2,no-UMI,Suramin6Na,21,10uM,0.936589546,1167,VG,
Pea15a,MAE,2,no-UMI,BML-278,21,10uM,0.937021573,2874,VG,
Pea15a,MAE,2,no-UMI,CI-994,21,10uM,0.939393939,33,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,NSC-3852,21,10uM,1,8,DIFFUSE DEAD,
